6109_038	bin.1	Arsenite_oxidase_ARO	NODE_442_length_13729_cov_4.827205_10	WP_017755308.1	24.3	518	6.33e-23	100
6109_038	bin.1	Arsenite_oxidase_ARO	NODE_660_length_11780_cov_4.157994_10	WP_115395246.1	37.7	122	8.33e-13	62.8
6109_038	bin.1	Arsenite_oxidase_ARO	NODE_1933_length_7208_cov_4.958491_2	WP_086933409.1	24.5	522	8.85e-15	73.6
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_421_length_14118_cov_4.622178_19	CoxL-WP_043843753.1	24.4	258	4.06e-10	57.8
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_536_length_12711_cov_3.934304_9	CoxL-BAN90858.1	42.6	780	5.90e-195	570
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_554_length_12618_cov_4.657842_4	CoxL-WP_110262476.1	26.2	781	1.43e-46	173
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_1081_length_9361_cov_4.909091_11	CoxL-WP_049748450.1	37.8	510	6.05e-106	330
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_1252_length_8772_cov_4.553076_2	CoxL-BAN90858.1	41.0	774	3.86e-176	521
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_2550_length_6387_cov_4.210301_2	CoxL-WP_097207768.1	35.3	794	2.00e-122	382
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_3744_length_5389_cov_3.984563_3	CoxL-WP_049643603.1	23.7	792	3.71e-31	126
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_5793_length_4425_cov_4.645814_3	CoxL-BAN90858.1	32.4	799	1.65e-97	315
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_6029_length_4348_cov_4.057832_1	CoxL-BAN90858.1	50.3	684	5.53e-232	661
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_6029_length_4348_cov_4.057832_2	CoxL-PYO05232.1	50.0	72	8.72e-16	72.8
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_11444_length_3232_cov_4.391759_1	CoxL-WP_091326237.1	35.5	547	9.08e-79	259
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_12260_length_3134_cov_3.751717_1	CoxL-ACL50613.1	36.8	718	1.73e-140	427
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_13364_length_3012_cov_4.310392_1	CoxL-WP_006903629.1	37.0	600	7.28e-108	338
6109_038	bin.1	Carbon_monoxide_dehydrogenase_CoxL	NODE_15072_length_2850_cov_4.306888_5	CoxL-PZR70279.1	40.0	105	3.36e-17	71.6
6109_038	bin.1	Copper_containing_nitrite_reductase_NirK_sequences	NODE_6707_length_4133_cov_5.322978_3	WP_170127963.1	40.0	80	1.03e-13	60.5
6109_038	bin.1	Cytochrome_bd_oxidase_CydA	NODE_575_length_12472_cov_4.506495_4	WP_149199258.1	54.5	55	4.41e-09	58.2
6109_038	bin.1	Cytochrome_bd_oxidase_CydA	NODE_1905_length_7252_cov_4.466899_3	WP_121813531.1	38.6	233	1.32e-42	155
6109_038	bin.1	Cytochrome_bd_oxidase_CydA	NODE_1905_length_7252_cov_4.466899_4	WP_163644508.1	73.5	456	7.93e-248	684
6109_038	bin.1	Dissimilatory_nitrate_reductase_NarG_sequences	NODE_14684_length_2883_cov_4.006415_3	WP_083999391.1	26.0	269	2.49e-12	63.9
6109_038	bin.1	FeFe_hydrogenase	NODE_655_length_11810_cov_4.127163_7	WP_015709814.1	38.6	83	1.57e-09	54.3
6109_038	bin.1	FeFe_hydrogenase	NODE_910_length_10036_cov_3.495030_4	WP_015709814.1	36.8	68	6.31e-06	43.1
6109_038	bin.1	FeFe_hydrogenase	NODE_1152_length_9090_cov_4.799068_3	WP_015709814.1	31.8	151	2.36e-16	75.5
6109_038	bin.1	FeFe_hydrogenase	NODE_2849_length_6090_cov_3.569267_4	WP_015709814.1	46.5	86	7.06e-13	62.4
6109_038	bin.1	Flavocytochrome_c_sulfide_dehydrogenase_FCC_sequences	NODE_1068_length_9403_cov_4.740510_9	WP_066881116.1	30.2	126	4.74e-07	43.9
6109_038	bin.1	Flavocytochrome_c_sulfide_dehydrogenase_FCC_sequences	NODE_5955_length_4377_cov_4.055349_3	WP_020085437.1	31.3	128	6.74e-07	42.4
6109_038	bin.1	Flavocytochrome_c_sulfide_dehydrogenase_FCC_sequences	NODE_15263_length_2833_cov_3.018868_1	WP_063802320.1	30.8	117	6.02e-08	47.0
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_146_length_22169_cov_4.751041_20	WP_102037499.1	29.7	397	2.24e-31	126
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_248_length_17481_cov_4.354631_15	WP_083779228.1	28.3	445	1.61e-49	186
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_442_length_13729_cov_4.827205_10	WP_008083488.1	35.0	583	1.94e-89	305
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_1479_length_8122_cov_3.993909_7	WP_135813035.1	30.2	192	2.50e-14	75.5
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_1933_length_7208_cov_4.958491_2	WP_067559989.1	26.8	714	5.53e-47	179
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_5705_length_4461_cov_5.284900_1	WP_115693444.1	77.0	357	8.92e-204	585
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_14684_length_2883_cov_4.006415_3	WP_082420154.1	24.4	283	2.14e-12	68.9
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_15263_length_2833_cov_3.018868_1	WP_130032134.1	32.4	312	6.14e-38	148
6109_038	bin.1	Formate_dehydrogenase_FdhA	NODE_15357_length_2825_cov_4.621179_2	WP_140202535.1	28.6	315	1.49e-28	119
6109_038	bin.1	F-type_ATP_synthase_AtpA	NODE_1172_length_9026_cov_4.691697_9	WP_021718176.1	28.7	94	2.15e-07	49.7
6109_038	bin.1	F-type_ATP_synthase_AtpA	NODE_1172_length_9026_cov_4.691697_10	WP_068013616.1	89.7	204	5.82e-124	359
6109_038	bin.1	Fumarate_reductase_FrdA	NODE_236_length_17851_cov_4.898954_2	SdhA_FrdA-Chlorobaculum	44.0	573	3.41e-158	458
6109_038	bin.1	Fumarate_reductase_FrdA	NODE_820_length_10578_cov_4.340349_8	SdhA_FrdA-Pelodictyon	36.1	565	2.49e-90	282
6109_038	bin.1	Malonyl-CoA_reductase_Mcr_sequences	NODE_696_length_11483_cov_4.139050_9	WP_097651709.1	28.9	204	4.57e-12	56.6
6109_038	bin.1	Malonyl-CoA_reductase_Mcr_sequences	NODE_1031_length_9539_cov_4.173642_11	WP_012258473.1	33.6	143	5.60e-10	48.1
6109_038	bin.1	Malonyl-CoA_reductase_Mcr_sequences	NODE_1857_length_7336_cov_4.400331_5	WP_006561105.1	31.0	268	3.52e-25	94.7
6109_038	bin.1	Malonyl-CoA_reductase_Mcr_sequences	NODE_2539_length_6404_cov_4.922712_4	WP_012258473.1	31.5	200	1.31e-18	75.5
6109_038	bin.1	Malonyl-CoA_reductase_Mcr_sequences	NODE_17395_length_2664_cov_5.083881_2	WP_097644447.1	28.3	212	2.39e-12	57.0
6109_038	bin.1	NADH-ubiquinone_oxidoreductase_NuoF	NODE_248_length_17481_cov_4.354631_16	WP_119060940.1	75.6	430	1.11e-259	709
6109_038	bin.1	NADH-ubiquinone_oxidoreductase_NuoF	NODE_5705_length_4461_cov_5.284900_2	WP_129683298.1	40.4	505	2.93e-110	338
6109_038	bin.1	NiFe_hydrogenase	NODE_6914_length_4071_cov_4.742864_1	WP_018702624.1	40.1	207	5.17e-43	149
6109_038	bin.1	Nitrogenase_NifH_99	NODE_575_length_12472_cov_4.506495_9	WP_073076757.1	22.7	260	5.26e-06	42.0
6109_038	bin.1	Periplasmic_nitrate_reductase_NapA_sequences	NODE_442_length_13729_cov_4.827205_10	WP_023274930.1	29.1	671	2.87e-60	215
6109_038	bin.1	Periplasmic_nitrate_reductase_NapA_sequences	NODE_1933_length_7208_cov_4.958491_2	WP_116479135.1	25.2	731	6.54e-36	139
6109_038	bin.1	Periplasmic_nitrate_reductase_NapA_sequences	NODE_5705_length_4461_cov_5.284900_1	WP_014431037.1	37.2	94	6.51e-12	60.8
6109_038	bin.1	Periplasmic_nitrate_reductase_NapA_sequences	NODE_14684_length_2883_cov_4.006415_3	WP_132079827.1	27.2	298	1.66e-17	79.0
6109_038	bin.1	Selenate_reductase_YgfK	NODE_146_length_22169_cov_4.751041_20	WP_006583998.1	30.9	385	1.46e-30	122
6109_038	bin.1	Selenate_reductase_YgfK	NODE_1479_length_8122_cov_3.993909_1	WP_020611675.1	36.5	192	4.52e-36	131
6109_038	bin.1	Selenate_reductase_YgfK	NODE_5955_length_4377_cov_4.055349_3	WP_130790291.1	27.3	253	4.91e-09	55.1
6109_038	bin.1	Selenate_reductase_YgfK	NODE_9837_length_3460_cov_3.018327_2	WP_012869176.1	25.8	353	7.08e-06	46.6
6109_038	bin.1	Selenate_reductase_YgfK	NODE_10475_length_3368_cov_4.958067_3	WP_104436498.1	23.1	334	3.02e-11	62.8
6109_038	bin.1	Selenate_reductase_YgfK	NODE_15263_length_2833_cov_3.018868_1	WP_118508831.1	27.3	330	7.82e-06	46.6
